"","X","AIC_norm","AICc_norm","AIC_Log","AICc_Log"
"1","linear model",119.345850935306,131.345850935306,22.9068422965929,34.9068422965929
"2","quadratic model",121.339424940868,161.339424940868,18.6512017104087,58.6512017104087
"3","logistic model",NA,NA,15.9904622966702,55.9904622966702
"4","gompertz model",119.070640394241,Inf,18.9011839725492,Inf
