"","X","AIC_norm","AICc_norm","AIC_Log","AICc_Log"
"1","linear model",-119.012913570813,-117.412913570813,-157.318772940201,-155.718772940201
"2","quadratic model",-118.01728793152,-115.160145074377,-156.32957879453,-153.472435937387
"3","logistic model",-117.012926155252,-114.155783298109,-155.318774287771,-152.461631430629
"4","gompertz model",-116.881502170138,-112.266117554754,-155.193291336685,-150.5779067213
