"","X","AIC_norm","AICc_norm","AIC_Log","AICc_Log"
"1","linear model",-36.9757371456418,-33.9757371456418,30.1574469740284,33.1574469740284
"2","quadratic model",-60.3329740803645,-54.6186883660788,22.4132248315058,28.1275105457915
"3","logistic model",-25.9734564890446,-20.2591707747588,-12.1331523053199,-6.41886659103419
"4","gompertz model",-52.5125324577117,-42.5125324577117,21.4236922705801,31.4236922705801
