"","X","AIC_norm","AICc_norm","AIC_Log","AICc_Log"
"1","linear model",110.309270209156,112.975936875823,23.4393175672113,26.1059842338779
"2","quadratic model",112.139256255695,117.139256255695,2.76167814384485,7.76167814384485
"3","logistic model",NA,NA,-15.1877171296077,-10.1877171296077
"4","gompertz model",86.9945137146726,95.5659422861012,-31.5441725465911,-22.9727439751625
