"","X","AIC_norm","AICc_norm","AIC_Log","AICc_Log"
"1","linear model",66.6451356560027,70.6451356560027,26.3347452097009,30.3347452097009
"2","quadratic model",65.7415924256382,73.7415924256382,21.353838374255,29.353838374255
"3","logistic model",NA,NA,-7.3810378365929,0.618962163407105
"4","gompertz model",70.6477636659369,85.6477636659369,-2.79912866541718,12.2008713345828
