"","X","AIC_norm","AICc_norm","AIC_Log","AICc_Log"
"1","linear model",103.948760985635,109.948760985635,11.6102874424645,17.6102874424645
"2","quadratic model",100.090381929254,113.423715262587,11.3688456646046,24.7021789979379
"3","logistic model",NA,NA,4.95317189934292,18.2865052326762
"4","gompertz model",71.995452923419,101.995452923419,7.73732969256677,37.7373296925668
