"","X","AIC_norm","AICc_norm","AIC_Log","AICc_Log"
"1","linear model",201.709350032652,204.109350032652,38.9328591996099,41.3328591996098
"2","quadratic model",196.712906090213,201.157350534658,35.4352646464144,39.8797090908588
"3","logistic model",NA,NA,12.2251371218371,16.6695815662816
"4","gompertz model",174.83806670111,182.33806670111,7.94646796721958,15.4464679672196
