"","X","AIC_norm","AICc_norm","AIC_Log","AICc_Log"
"1","linear model",-153.830919142308,-152.830919142308,9.46453706259271,10.4645370625927
"2","quadratic model",-217.844192704747,-216.105062269964,-40.7462384841408,-39.0071080493582
"3","logistic model",-215.317632187608,-213.578501752825,-66.9549256742688,-65.2157952394862
"4","gompertz model",NA,NA,-66.0261477375643,-63.2988750102916
