"","X","AIC_norm","AICc_norm","AIC_Log","AICc_Log"
"1","linear model",60.4977880427569,Inf,11.7528514450505,Inf
"2","quadratic model",33.6613087993296,-6.33869120067036,12.3091298764937,-27.6908701235063
"3","logistic model",NA,NA,5.41326908191125,-34.5867309180888
"4","gompertz model",-216.187576373459,-246.187576373459,-260.558209771188,-290.558209771188
