"","X","AIC_norm","AICc_norm","AIC_Log","AICc_Log"
"1","linear model",171.990600222488,175.41917165106,36.5843318171835,40.0129032457549
"2","quadratic model",168.548062482291,175.214729148957,13.3817639188671,20.0484305855338
"3","logistic model",NA,NA,18.9852092329757,25.6518758996423
"4","gompertz model",166.225866223115,178.225866223115,15.0928033261753,27.0928033261753
