"","X","AIC_norm","AICc_norm","AIC_Log","AICc_Log"
"1","linear model",-15.8410032891338,-13.99484944298,54.9432251884845,56.7893790346383
"2","quadratic model",-33.835442193736,-30.5021088604027,35.6658738503863,38.9992071837196
"3","logistic model",-48.461598480657,-45.1282651473237,52.2247912600991,55.5581245934325
"4","gompertz model",-46.5084545170094,-41.0539090624639,-27.8732152913632,-22.4186698368178
