"","X","AIC_norm","AICc_norm","AIC_Log","AICc_Log"
"1","linear model",183.18073149252,186.18073149252,18.7563849523013,21.7563849523013
"2","quadratic model",172.755252146619,178.469537860904,18.478741835955,24.1930275502407
"3","logistic model",NA,NA,-2.45359271124348,3.26069300304223
"4","gompertz model",140.247676070504,150.247676070504,3.2633859186499,13.2633859186499
