"","X","AIC_norm","AICc_norm","AIC_Log","AICc_Log"
"1","linear model",-62.9656585523825,-61.8228014095254,71.5164807016154,72.6593378444725
"2","quadratic model",-79.6341211397284,-77.6341211397284,62.2545340442801,64.2545340442801
"3","logistic model",-60.942046637139,-58.942046637139,16.0289103215385,18.0289103215385
"4","gompertz model",-80.4720545574769,-77.3141598206348,22.1159538077994,25.2738485446415
