"","X","AIC_norm","AICc_norm","AIC_Log","AICc_Log"
"1","linear model",-105.879312932993,-104.165027218707,-142.221944143981,-140.507658429695
"2","quadratic model",-105.616766041512,-102.539842964588,-141.953030129758,-138.876107052835
"3","logistic model",-103.886242004786,-100.809318927863,-140.228734338525,-137.151811261602
"4","gompertz model",-105.083151842552,-100.083151842552,-141.410977362193,-136.410977362193
