"","X","AIC_norm","AICc_norm","AIC_Log","AICc_Log"
"1","linear model",148.644976593176,172.644976593176,25.0084501624999,49.0084501624999
"2","quadratic model",150.327950496778,Inf,15.4880060270996,Inf
"3","logistic model",NA,NA,13.3809670301962,Inf
"4","gompertz model",NA,NA,14.8849112994068,-45.1150887005932
