"","X","AIC_norm","AICc_norm","AIC_Log","AICc_Log"
"1","linear model",14.3889766190817,16.1032623333674,59.8982786834844,61.6125643977702
"2","quadratic model",13.4515854883813,16.5285085653044,59.7160633008413,62.7929863777644
"3","logistic model",16.7058703862586,19.7827934631817,24.807898204624,27.8848212815471
"4","gompertz model",16.0268789995855,21.0268789995855,59.9971643494088,64.9971643494088
