"","X","AIC_norm","AICc_norm","AIC_Log","AICc_Log"
"1","linear model",-93.1121363986496,-91.2659825524958,-127.007117034636,-125.160963188482
"2","quadratic model",-96.0827703735496,-92.7494370402163,-130.020152558343,-126.68681922501
"3","logistic model",-91.118712948273,-87.7853796149397,-125.013705938606,-121.680372605273
"4","gompertz model",-98.9817394061781,-93.5271939516326,-132.813662851503,-127.359117396958
