"","X","AIC_norm","AICc_norm","AIC_Log","AICc_Log"
"1","linear model",87.0222333272494,95.0222333272494,21.6618349128569,29.6618349128569
"2","quadratic model",69.6308119526378,89.6308119526378,20.9208055589297,40.9208055589297
"3","logistic model",NA,NA,2.91346174134024,22.9134617413402
"4","gompertz model",68.0056652948408,128.005665294841,4.64147372748621,64.6414737274862
