"","X","AIC_norm","AICc_norm","AIC_Log","AICc_Log"
"1","linear model",70.3425719161113,82.3425719161113,2.41153813118972,14.4115381311897
"2","quadratic model",51.8671329291435,91.8671329291435,-6.93324805485099,33.066751945149
"3","logistic model",NA,NA,0.721231962775311,40.7212319627753
"4","gompertz model",40.33469552672,Inf,-15.8208210895423,Inf
