"","X","AIC_norm","AICc_norm","AIC_Log","AICc_Log"
"1","linear model",-247.974272529298,-246.930794268429,41.3278512601437,42.3713295210132
"2","quadratic model",-247.053449896628,-245.235268078446,43.2079855541542,45.026167372336
"3","logistic model",-247.31220082965,-245.494019011468,53.5918625018787,55.4100443200605
"4","gompertz model",-239.765007721002,-236.907864863859,47.1879048660809,50.0450477232237
