"","X","AIC_norm","AICc_norm","AIC_Log","AICc_Log"
"1","linear model",16.1502495556643,24.1502495556643,1.55252822614948,9.55252822614948
"2","quadratic model",17.0869486424301,37.0869486424301,-1.19054906659756,18.8094509334024
"3","logistic model",16.4193815345994,36.4193815345994,-1.76191156209617,18.2380884379038
"4","gompertz model",17.8675048318303,77.8675048318303,4.08182394006667,64.0818239400667
