"","X","AIC_norm","AICc_norm","AIC_Log","AICc_Log"
"1","linear model",700.226428912869,701.826428912869,87.8923197929031,89.4923197929031
"2","quadratic model",694.654476091948,697.511618949091,29.4316066188769,32.2887494760198
"3","logistic model",NA,NA,8.81754302100149,11.6746858781443
"4","gompertz model",651.262313414226,655.877698029611,17.0845270496686,21.6999116650532
