"","X","AIC_norm","AICc_norm","AIC_Log","AICc_Log"
"1","linear model",-43.7063464924376,-42.4431885977007,68.080404787261,69.3435626819978
"2","quadratic model",-63.4526233908206,-61.2304011685984,51.1025173426731,53.3247395648953
"3","logistic model",-41.3408713279068,-39.1186491056846,12.686774030319,14.9089962525412
"4","gompertz model",-69.8409890739335,-66.3115773092277,54.369648662383,57.8990604270889
