XCoord,YCoord,A,P
-4.27723839,58.24204687,105.581110,41.115603
-4.27858587,58.24159771,105.582437,41.115869
-4.27891525,58.24149291,633.496482,107.839943
-4.29780512,58.24097413,71.264345,38.493752
-4.30041493,58.24087906,105.584561,41.116293
-4.27616042,58.24060642,73.657019,40.400209
-4.32022278,58.24051973,158.378962,51.669265
-4.27559338,58.24049126,546.599024,109.201248
-4.27553160,58.24025024,105.586419,41.116665
-4.26870440,58.24015727,73.657945,40.400388
-4.27669941,58.23998074,105.587215,41.116824
-4.27041691,58.23998266,81.753658,38.580910
-4.27153095,58.23994741,255.800516,71.533669
-4.27093043,58.23992312,257.163216,71.328159
-4.31622058,58.23980632,71.266817,38.494406
-4.27579640,58.23980632,71.266817,38.494406
-4.27050103,58.23980422,73.658672,40.400508
-4.27804688,58.23971439,73.659226,40.400615
-4.27390993,58.23971649,71.266997,38.494454
-4.27624043,58.23962691,2718.471556,365.847125
-4.27490903,58.23922006,430.524770,89.552510
-4.27445362,58.23908243,105.589869,41.117355
-4.27660957,58.23899259,105.590134,41.117408
-4.27608855,58.23888480,527.952265,102.246142
-4.27469654,58.23888921,1027.889317,170.670840
-4.27732353,58.23863851,71.269146,38.495024
-4.27409043,58.23867541,141.851191,58.230624
-4.26831965,58.23855130,142.416463,58.119204
-4.26574509,58.23810028,72.085984,38.739564
-4.29619285,58.23804936,211.185843,61.129156
-4.26911048,58.23800629,36.148500,29.539846
-4.26587471,58.23800445,52.796527,30.564591
-4.26861457,58.23791462,105.593320,41.118045
-4.26674833,58.23791462,61.361952,36.498700
-4.27267354,58.23790907,1205.899272,180.573067
-4.26735223,58.23765036,71.271581,38.495677
-4.26708743,58.23764512,105.594116,41.118204
-4.24624652,58.23755215,73.663314,40.401424
-4.24508384,58.23756129,72.087868,38.740059
-4.24353134,58.23755529,61.362568,36.498929
-4.24607155,58.23746022,71.271496,38.495637
-4.24525837,58.23746546,105.594647,41.118310
-4.27198981,58.23737563,33.810552,26.822609
-4.26600476,58.23738087,71.272119,38.495819
-4.26564543,58.23738087,71.272119,38.495819
-4.26520097,58.23737249,73.663684,40.401496
-4.24561770,58.23737876,73.663671,40.401473
-4.27418601,58.23733292,159.162529,58.223312
-4.27224822,58.23754785,1337.133729,205.483229
-4.26533572,58.23728580,52.797589,30.564802
-4.27229766,58.23719596,105.595443,41.118469
-4.27143875,58.23725794,270.021228,71.721082
-4.26648207,58.23711026,169.353748,58.238073
-4.27166884,58.23706122,211.191682,61.129736
-4.45932690,58.23692961,73.664597,40.401651
-4.26393863,58.23675205,71.272908,38.496023
-4.29969628,58.23665698,105.597035,41.118788
-4.29951661,58.23656714,105.597301,41.118841
-4.26989244,58.23656714,61.364265,36.499558
-4.26479857,58.23656899,36.149863,29.540243
-4.45630211,58.23795099,48281.982309,1047.999349
-4.27005187,58.23648045,73.665523,40.401830
-4.26223653,58.23647731,105.597566,41.118894
-4.26887937,58.23639272,71.273625,38.496213
-4.46014121,58.23671953,5706.857090,364.346933
-4.38332473,58.23630289,71.271170,38.495546
-4.30043516,58.23620782,61.364882,36.499787
-4.27022640,58.23611199,72.090792,38.740795
-4.38400501,58.23603000,36.150731,29.540436
-4.30292552,58.23603340,71.274806,38.496532
-4.38386372,58.23585373,71.272422,38.495887
-4.30059346,58.23597602,960.770764,211.845170
-4.30066419,58.23566883,61.365807,36.500130
-4.30037001,58.23566883,52.799977,30.565277
-4.27086549,58.23567482,72.091330,38.740944
-4.26628281,58.23571652,141.863568,58.232064
-4.25487034,58.23567197,73.667189,40.402152
-4.27103489,58.23557300,72.091425,38.740943
-4.30046983,58.23550913,475.201920,113.901371
-4.27139465,58.23549441,71.275752,38.496777
-4.30095392,58.23539933,211.201502,62.227879
-4.28536815,58.23535442,105.600884,50.576552
-4.28469441,58.23530950,105.601016,41.119584
-4.28385368,58.23534981,686.405832,128.993423
-4.28586222,58.23521967,105.601282,41.119637
-4.26546577,58.23522491,71.275954,38.496831
-4.28518848,58.23512984,52.800774,30.565436
-4.28224273,58.23518705,603.665784,126.449241
-4.13484591,58.23549139,7724.563323,478.568585
-4.28586691,58.23503477,71.276333,38.496920
-4.28415073,58.23504525,71.276312,38.496926
-4.28316727,58.23495018,105.602607,41.119902
-4.26555752,58.23499896,141.868311,58.859603
-4.26439635,58.23499787,141.866421,58.232389
-4.28462693,58.23497216,496.957600,92.748822
-4.26402847,58.23486559,71.276670,38.497021
-4.28044239,58.23480046,316.807561,82.239778
-4.26456745,58.23477575,71.276849,38.497068
-4.28649584,58.23459086,79.188949,37.769248
-4.28513888,58.23459609,71.277208,38.497164
-4.28415073,58.23459609,71.277208,38.497164
-4.28361643,58.23459085,105.603140,41.120008
-4.28685037,58.23450416,73.669596,40.402616
-4.27598075,58.23450102,105.603405,41.120061
-4.27696890,58.23441119,105.604728,41.120315
-4.27660957,58.23441119,105.604728,41.120315
-4.28379610,58.23432135,105.603936,41.120167
-4.28729518,58.23434230,492.016726,87.885511
-4.28397854,58.23418274,141.871551,58.859930
-4.28362156,58.23405786,72.094935,38.741866
-4.27850117,58.23405786,72.094935,38.741866
-4.27706299,58.23418317,1047.670728,146.719593
-4.27661427,58.23404662,71.278303,38.497443
-4.28792835,58.23405186,633.628393,102.251831
-4.28388593,58.23396203,211.209995,62.229581
-4.28415029,58.23386620,72.094868,38.741823
-4.28325711,58.23387220,105.605263,41.120433
-4.28066938,58.23394734,541.368033,108.806636
-4.27788337,58.23408398,1208.307555,196.651852
-4.28819784,58.23382728,211.211848,61.131742
-4.28444514,58.23378237,61.369046,36.501332
-4.28230348,58.23414792,7674.492287,656.112219
-4.27904539,58.23390329,1372.867223,197.243571
-4.25951616,58.23379022,142.435664,58.124768
-4.28568256,58.23369253,105.605794,41.120539
-4.28500999,58.23384916,1445.701179,189.042569
-4.28460458,58.23369253,105.605794,41.120539
-4.28012584,58.23378237,739.238698,143.372688
-4.27966385,58.23373745,211.212379,61.131795
-4.28763525,58.23365724,232.438851,62.543335
-4.26690777,58.23360270,105.606059,41.120592
-4.17590843,58.23364762,422.423706,82.241131
-4.30535097,58.23351811,71.279464,38.497761
-4.28478424,58.23355779,211.213441,61.131901
-4.28326097,58.23356057,141.871493,58.232969
-4.28020283,58.23351287,105.606324,41.120645
-4.44982499,58.23342304,61.366491,36.500387
-4.45016409,58.23333321,105.607384,41.120857
-4.30454718,58.23333007,73.671487,40.402917
-4.28554030,58.23346222,501.521327,123.432646
-4.28496391,58.23333321,316.821095,83.340007
-4.28412961,58.23345811,511.939516,117.534043
-4.27968407,58.23333321,61.370082,36.501716
-4.47567624,58.23324024,73.671673,40.402952
-4.30845485,58.23324994,33.815058,31.444960
-4.45022110,58.23318602,665.579935,143.754397
-4.30894892,58.23315355,105.607386,41.120857
-4.30472684,58.23315355,105.607386,41.120857
-4.28583228,58.23321343,316.821628,82.241635
