XCoord,YCoord,A,P
-3.75221803,52.18335943,184.245626,56.856506
-3.75463748,52.18233150,83.858122,50.602238
-3.75341710,52.18228468,118.172444,52.259458
-3.75405957,52.18201196,122.834102,44.568825
-3.75374516,52.18201852,39.330690,32.475596
-3.62254694,52.18205509,639.938231,116.069111
-3.62227203,52.18183754,82.907473,41.648120
-3.77386742,52.18165263,184.252626,56.857911
-3.62442241,52.18129331,102.660678,52.276406
-3.75472674,52.17940685,39.332668,28.641230
-3.75506795,52.17931701,71.381436,40.259077
-3.75517590,52.17922718,39.332518,28.641180
-3.74530365,52.17699135,3177.484253,311.021890
-3.63687434,52.17478052,368.562847,76.854911
-3.63606586,52.17472904,39.337071,32.476813
-3.63772774,52.17460086,491.417454,89.145769
-3.63714384,52.17460086,368.563091,76.854936
-3.63840804,52.17446611,39.337080,28.642739
-3.63795232,52.17446611,61.427981,32.282288
-3.76692571,52.17437628,71.389285,40.262053
-3.63808707,52.17437628,122.854978,44.573008
-3.63906773,52.17424902,737.131953,126.018935
-3.60871216,52.17401695,122.855960,44.573204
-3.80238893,52.17397204,491.425561,89.146581
-3.64145575,52.17392712,61.428103,32.282235
-3.76155586,52.17397300,715.250690,141.284046
-3.61450931,52.17389716,1504.271131,220.369387
-3.61320374,52.17365763,122.856942,44.573401
-3.64203966,52.17356780,122.857803,44.573574
-3.79938142,52.17347981,42.058330,30.893706
-3.64217440,52.17347797,61.428717,32.282357
-3.61131727,52.17347483,85.705513,42.771055
-3.64320747,52.17284914,122.859152,44.573844
-3.64334221,52.17275931,61.430314,32.282753
-3.64347696,52.17266948,122.859644,44.573943
-3.76030471,52.17194899,42.059447,30.893972
-3.64383629,52.17195083,245.723831,69.157587
-3.64406087,52.17186100,61.430927,32.282797
-3.64417539,52.17177117,71.397113,40.265016
-3.75001715,52.17024403,122.866889,44.575394
-3.74988241,52.17015420,61.433260,32.283261
-3.76863251,52.16952538,71.396991,40.264975
-3.76874703,52.16924932,39.342175,32.477916
-3.73730599,52.16871689,61.435224,32.283653
-3.73739582,52.16862706,61.435347,32.283677
-3.74965783,52.16858215,491.483268,89.152363
-3.73748566,52.16854380,39.342485,32.477829
-3.74942801,52.16803846,82.929230,50.970964
