XCoord,YCoord,A,P
-0.89192183,52.41406345,524.795228,96.831974
-0.89282812,52.41396347,1603.771552,216.010395
-0.89406960,52.41383185,268.972775,66.287476
-0.89432452,52.41327263,288.639935,78.938973
-0.77645882,52.41323831,183.301289,56.666903
-0.77508666,52.41314848,71.009023,40.117913
-0.74261411,52.41320863,184.229129,66.435135
-0.77818135,52.41308450,326.547634,79.408810
-0.78005392,52.41297066,41.834397,30.840974
-0.74326137,52.41297406,82.477059,41.529352
-0.76891723,52.41272866,382.309347,96.316345
-0.74372035,52.41270532,83.430146,41.701065
-0.74388976,52.41260350,83.430166,41.701068
-0.74499087,52.41209200,174.379253,60.881862
-0.81575545,52.41164464,9423.713369,576.437007
-0.81571519,52.41112727,122.206650,52.209587
-0.53326449,52.41150522,54563.349888,1564.345979
-0.53571802,52.41046369,9416.556135,491.479256
-0.58426426,52.41004929,488.838428,88.887396
-0.74999095,52.40975176,665.447084,122.688222
-0.75035763,52.40954923,83.436751,41.702789
-0.53705428,52.40962658,20648.026189,784.665769
-0.53534246,52.40849534,603.324327,117.459563
-0.84419299,52.40877380,8321.259981,465.538808
-0.78720326,52.40626034,104593.758857,2697.310748
-0.53551936,52.40475650,312214.302571,3044.224907
-0.73002382,52.40009099,697.477583,109.816657
-0.54453119,52.39999003,403.284011,98.492878
-0.54478273,52.39970377,289.223623,78.158013
-0.80653441,52.39855984,305.604635,76.671203
-0.54591006,52.39738583,164.223214,60.863838
-0.54552692,52.39680926,804.575944,149.731606
-0.54504067,52.39665367,296.831719,76.871802
-0.54370531,52.39595257,1429.430197,158.488945
-0.87734015,52.39556660,6297.160344,401.729613
-0.72997572,52.39528143,270.387703,86.570482
-0.54515431,52.39553152,2700.820464,246.704255
-0.73023401,52.39507657,561.313038,109.279975
-0.73091423,52.39441861,366.757431,76.674414
-0.59724676,52.39186025,41.854801,30.845982
-0.60734627,52.39177382,82.520181,41.541225
-0.54411726,52.39292211,35357.811519,1029.712489
-0.54226986,52.39150093,41.855407,30.846128
-0.78273261,52.39445669,154239.988035,3649.692617
-0.55781072,52.39078228,41.855545,30.846080
-0.55641179,52.39078567,82.521306,41.541570
-0.55752532,52.39075038,449.374799,93.745521
-0.72875827,52.39051094,183.394790,56.685675
-0.60475098,52.38925929,83.469275,41.711482
-0.60488244,52.38916162,41.857066,30.846431
-0.53548105,52.38907887,82.524465,41.542441
-0.53490368,52.38907548,41.857147,30.846457
-0.53449290,52.38898904,82.524631,41.542487
-0.60973334,52.38880598,41.857668,30.846582
-0.61093953,52.38862972,82.525297,41.542670
-0.61120903,52.38853989,82.525463,41.542716
-0.61177955,52.38848968,488.708106,91.934048
-0.79276837,52.38818131,83.475895,41.713245
-0.60224631,52.38724919,221.072609,70.016369
-0.74034838,52.38682969,41.859524,30.847093
-0.67659402,52.38668746,153.639408,57.253508
-0.82694229,52.38647036,41.859233,30.847043
-0.67710141,52.38632340,499.076457,107.969402
-0.74136641,52.38592352,6440.100804,463.761558
-0.73412829,52.38636848,11506.823446,517.081769
-0.73255070,52.38521874,164.925748,64.704580
-0.73223853,52.38507717,217.339000,68.594057
-0.61952498,52.38467373,41.862026,30.847701
-0.61628920,52.38457549,39.152799,32.441807
-0.73172271,52.38462697,733.675966,116.666333
-0.73181439,52.38431441,41.861617,30.847508
-0.70378695,52.38332626,41.862812,30.847867
-0.89875539,52.38358430,1985.437806,249.414158
-0.70446626,52.38345818,1748.740846,189.181472
-0.70351746,52.38323643,41.862897,30.847887
-0.72914055,52.38300226,277.288326,76.223897
-0.72948781,52.38289137,340.517930,74.779751
-0.72976888,52.38276297,244.569489,76.684116
-0.61468602,52.38285583,1619.637774,156.237778
-0.61521122,52.38259920,39.154534,32.442135
-0.73034833,52.38253743,174.494912,60.904017
-0.70555970,52.38273810,2541.522542,278.022250
-0.70751781,52.38215136,82.538114,41.546158
