XCoord,YCoord,A,P
0.41803102,52.84622628,60.504106,32.098213
0.41789627,52.84613645,121.010480,44.203440
0.41874967,52.84609153,363.030466,76.301850
0.41573133,52.84601069,302.525385,88.406929
0.41851012,52.84592684,181.516252,64.196944
0.24727625,52.84599422,726.060523,140.498856
0.41803102,52.84586696,60.504602,32.098312
0.44239169,52.84485703,1996.718053,221.020096
0.41380894,52.84416016,181.522218,56.309839
0.41358436,52.84407033,121.016183,44.204582
0.41340469,52.84389066,121.016678,44.204682
0.26127500,52.84335167,60.508073,32.099003
0.37872972,52.84326184,121.018414,44.205029
0.26103117,52.84324901,423.562214,108.403231
0.43959058,52.84245336,60.509312,32.099250
0.37625936,52.84236353,60.510783,32.099632
0.43838684,52.84160894,302.555080,88.411661
0.43815328,52.84155504,60.511899,32.099854
0.39341718,52.84088131,121.023636,52.093279
0.24330869,52.84056690,60.512589,32.099990
0.43535054,52.84035130,302.565104,76.306595
0.40895803,52.84011774,60.513208,32.100026
0.40909278,52.84002791,121.027338,44.206817
0.39750451,52.83993807,121.026239,44.206644
0.39736977,52.83984824,60.514254,32.100323
0.43575777,52.83984824,544.621548,108.406969
0.40536477,52.83948892,60.514750,32.100421
0.40554444,52.83939909,60.514200,32.100223
0.39900201,52.83932198,14947.043082,772.067717
0.36718637,52.83832111,60.515687,32.100607
0.38897052,52.83827619,242.064344,64.201286
0.36534483,52.83833715,1694.439297,201.044904
0.38915018,52.83814144,121.032544,44.207860
0.42831629,52.83854089,6233.088595,529.936111
0.39224937,52.83778212,60.517105,32.100890
0.39125714,52.83783520,1331.359869,188.938955
0.42676994,52.83726278,1936.548045,192.605133
0.38712897,52.83670414,60.517245,32.100829
0.24573415,52.83634481,60.518414,32.101062
0.48418180,52.83609560,1876.083514,241.037972
0.36534483,52.83589566,121.037394,44.208879
0.48306281,52.83620258,4357.342633,377.328143
0.36512025,52.83571599,60.519282,32.101235
0.50880986,52.83544241,1331.433847,188.944944
0.49753192,52.83526684,60.520575,32.101581
0.49739717,52.83517700,121.039377,44.209276
0.26558691,52.83490751,60.521071,32.101680
0.50777581,52.83504381,1755.086735,241.040847
0.46734853,52.83454818,60.520893,32.101644
0.48854877,52.83423377,121.041979,52.095083
0.49369162,52.83403165,242.086422,76.311836
0.46521824,52.83406053,2118.254123,297.922717
0.49344459,52.83391936,121.044195,44.210194
0.36601856,52.83382953,60.521211,32.101619
0.46429425,52.83381456,363.132103,96.305583
0.36631372,52.83379103,423.652888,88.420301
0.59061984,52.83349266,242.089396,76.312282
0.31724004,52.83338037,60.522504,32.101965
0.36952199,52.83338037,60.523178,32.102099
0.41803102,52.83333546,363.136070,76.312406
0.58973990,52.83334771,665.750061,124.746257
0.58924991,52.83329054,60.521954,32.101767
0.49130457,52.83334850,1876.201683,273.709445
0.48535349,52.83450424,19548.282106,1329.953246
0.36565924,52.83293122,60.522450,32.101865
0.25941848,52.83290127,181.568821,64.204100
0.41749203,52.83288630,121.045698,52.095448
0.38865611,52.83257189,60.523619,32.102187
0.25833098,52.83252289,1331.520441,164.734669
0.36485794,52.83252877,1513.091973,180.504154
0.36551139,52.83243901,2905.143205,337.354920
0.36633297,52.83212273,121.047804,44.210964
0.36683438,52.83239039,2965.671642,349.463487
0.31655133,52.83209279,181.572167,64.204544
0.28584392,52.83194307,121.048300,44.211064
0.48930111,52.83174656,968.396803,184.729858
0.32316892,52.83068543,60.526222,32.102705
0.36411413,52.83063153,302.631482,76.314648
0.29725253,52.83032610,121.054109,44.212180
0.29053441,52.83035177,423.685429,128.411027
0.46735833,52.82994881,6658.000926,555.333026
0.26087076,52.82978711,121.055596,44.212478
0.50000229,52.82969728,605.279896,141.088533
0.50184383,52.82969728,60.527585,32.102976
0.32859731,52.82974861,423.692601,116.302154
0.46923998,52.82970726,1089.499656,156.856302
0.26073601,52.82960745,60.527709,32.102913
0.49726243,52.82960745,907.910922,201.636036
0.49865481,52.82960745,605.273723,141.088425
0.49417607,52.82955612,847.389594,148.972545
0.49555563,52.82951762,181.584847,56.322228
0.36314395,52.82942779,60.527283,32.102828
0.55075435,52.82956712,2965.861151,382.711904
0.38748830,52.82939185,907.921447,144.747508
0.32577404,52.82924812,60.528205,32.103012
0.54891555,52.82925478,1634.260611,281.611297
0.26037669,52.82915829,60.529003,32.103259
0.26163433,52.82915829,60.528329,32.103124
0.43013261,52.82902996,423.698868,88.425565
0.54759803,52.82902853,544.756571,112.644907
0.26127500,52.82879897,60.528825,32.103223
0.28647511,52.82889825,1150.045738,160.515703
0.27512028,52.82863053,484.232455,96.309629
0.28728123,52.82857439,242.116538,64.206481
0.40628288,52.82877308,3571.202083,317.374217
0.58120999,52.82851056,2300.109779,402.144309
0.57926134,52.82827380,1573.770971,302.177924
0.46811209,52.82817014,121.058710,44.213149
0.51320586,52.82839306,1634.292035,244.716320
0.46797735,52.82808031,60.530490,32.103555
0.39867232,52.82803540,242.120860,64.207000
0.36570415,52.82790065,121.059454,44.213298
0.33347080,52.82820608,3026.487515,349.479779
0.36583890,52.82781082,60.530188,32.103494
0.46739344,52.82772099,121.059950,44.213397
0.36628806,52.82754132,60.530560,32.103481
0.51774401,52.82745149,60.531357,32.103728
0.24726128,52.82749641,242.123834,92.083927
0.33381396,52.82740658,242.122982,64.207123
0.38441630,52.82772571,4600.304541,409.461843
0.39507906,52.82722691,726.373267,112.648039
0.36706061,52.82726584,907.963420,188.965227
0.48499089,52.82752499,1997.509209,345.255447
0.48869100,52.82711462,726.374452,176.855510
0.24712653,52.82700233,121.061932,44.213794
0.48441652,52.82700233,60.531303,32.103629
0.29181772,52.82700233,181.595257,72.090730
0.48432669,52.82691250,60.531427,32.103741
0.55709022,52.82691250,60.531427,32.103741
0.36773534,52.82692248,544.784067,144.752055
0.34167422,52.82673284,60.531675,32.103790
0.36857876,52.82673284,121.064024,44.214166
0.37926871,52.82664301,121.062924,44.213993
0.36705163,52.82646335,121.064767,44.214315
0.29934908,52.82674153,1876.482223,240.492555
0.30235608,52.82654756,968.510888,148.408733
0.31506163,52.82644089,242.128311,76.317969
0.47168494,52.82641435,665.853257,112.649260
0.39942706,52.82659588,3692.448410,333.719778
0.48300077,52.82635914,1513.304087,237.409060
0.33273598,52.82601419,121.064659,44.214341
0.33228682,52.82592436,121.066254,44.214613
0.51504907,52.82592436,60.533464,32.104147
0.51439575,52.82621018,3995.140825,361.597830
0.37904413,52.82583452,60.532914,32.103949
0.24505143,52.82588243,907.995416,140.526684
0.33260123,52.82576715,484.262709,108.422475
0.31672800,52.82567283,605.332046,108.422822
0.27362684,52.82560995,242.132896,64.208110
0.37886447,52.82556503,60.533960,32.104246
0.26776084,52.82552910,302.667351,76.318859
0.37872972,52.82543028,242.133887,64.208209
0.37917888,52.82538537,121.067741,44.214911
0.37896553,52.82522816,484.270678,108.423094
0.48318454,52.82516720,423.737517,88.429835
0.31700164,52.82523680,1573.877206,216.846497
0.24910378,52.82628873,39830.262042,1276.274656
0.49877899,52.82535630,2058.139489,365.829122
0.27360759,52.82518004,423.738066,128.416811
0.34571664,52.82493621,60.534827,32.104419
0.48173954,52.82497214,302.671867,76.319418
0.27448922,52.82477451,605.341743,116.306221
0.49778345,52.82472061,302.672928,76.319528
0.48120055,52.82463078,302.672200,76.319468
0.48086817,52.82453197,484.277688,88.430542
0.31750954,52.82448705,60.534773,32.104319
0.27338153,52.82450087,786.953148,120.535109
0.47957298,52.82454154,3692.618587,398.511652
0.31756942,52.82433733,181.604265,64.208813
0.27446526,52.82432236,363.210001,96.313270
0.49149075,52.82424001,242.141803,76.319937
0.28641706,52.82600966,25242.138586,1367.214979
0.34427933,52.82394806,60.534843,32.104333
0.49569037,52.82394806,121.070359,44.215482
0.49533105,52.82376840,121.070855,44.215582
0.30862905,52.82370423,423.752317,100.542685
0.51051258,52.82367857,121.072450,44.215854
0.37297415,52.82426532,12409.697900,606.904388
0.30755620,52.82364264,302.680363,76.320420
0.29189351,52.82499337,16646.879244,1391.446638
0.27616907,52.82355280,302.679635,76.320360
0.30574161,52.82340907,60.536934,32.104838
0.31502420,52.82337913,181.608904,64.209331
0.30538228,52.82331924,60.536384,32.104640
0.29973516,52.82465751,12409.581598,897.773490
0.30284903,52.82317551,302.682237,76.320682
0.30322632,52.82313958,60.536632,32.104690
0.31283830,52.82313958,181.609221,56.327304
0.31032302,52.82295992,60.536880,32.104739
0.30445402,52.82311629,1634.489251,192.628437
0.30573470,52.82294610,786.981704,140.530804
0.30813042,52.82298001,4600.800743,482.148264
0.30933487,52.82284763,242.148812,76.320942
0.30951453,52.82278025,60.537127,32.104788
0.36233547,52.82269042,60.537925,32.105035
