XCoord,YCoord,A,P
-3.20849023,55.33614658,1755.912492,243.034109
-3.33436667,55.33536810,570.115854,134.014604
-3.29737650,55.33556002,2508.503992,245.424488
-3.20671607,55.33518844,114.023683,42.804481
-3.33471573,55.33509861,95.295912,49.406029
-3.29928969,55.33504312,1655.559172,262.560610
-3.32700049,55.33438309,79.545643,41.547684
-3.20943125,55.33420029,66.255759,38.325149
-3.29939300,55.33421013,403.725053,85.050212
-3.43745359,55.33404586,192.119919,58.006853
-3.20532368,55.33393080,57.013636,31.403509
-3.44620692,55.33388588,456.110739,102.810878
-3.44091585,55.33392182,1140.276963,194.024405
-3.29798021,55.33375638,76.963297,40.022149
-3.20532368,55.33375113,57.013892,31.403560
-3.48195987,55.33366130,114.028040,42.805353
-3.45071846,55.33379605,684.165933,109.805690
-3.36625686,55.33366444,79.546675,41.547887
-3.46251135,55.33361639,798.197177,119.816101
-3.44320191,55.33376813,1634.921893,266.667452
-3.44209491,55.33357147,66.260226,38.326822
-3.44036788,55.33361639,228.056336,62.807196
-3.29979649,55.33356784,82.081705,38.873069
-3.48631670,55.33352656,342.085273,74.209054
-3.48182513,55.33352656,114.028424,51.405440
-3.48151071,55.33348164,114.028552,42.805456
-3.45141715,55.33348164,114.028553,42.805456
-3.44099670,55.33348478,79.547033,41.547957
-3.44018821,55.33338867,79.547622,41.548093
-3.33453870,55.33345529,321.902723,101.480023
-3.33377064,55.33342600,276.879784,74.000998
-3.48163049,55.33333192,342.086939,85.611091
-3.44634167,55.33330198,57.014532,31.403687
-3.44036788,55.33330198,114.029065,42.805558
-3.43899106,55.33338944,1244.517762,187.091097
-3.33543168,55.33391708,8530.541548,776.855878
-3.48117151,55.33314711,151.445724,55.350644
-3.44081703,55.33312231,114.029578,42.805661
-3.43893057,55.33312231,114.029578,42.805661
-3.33252513,55.33312888,36.511537,31.945447
-3.29771028,55.33311632,77.845840,40.228601
-3.33337852,55.33307740,456.118823,85.611373
-3.33133785,55.33431114,35033.715154,1354.060929
-3.48527894,55.33294789,76.961893,40.021754
-3.48468162,55.33335296,4332.308017,348.758996
-3.48102027,55.33300252,82.086576,52.226987
-3.44647642,55.33294265,114.030090,42.805764
-3.44620692,55.33298757,228.059924,62.807553
-3.44099670,55.33294265,114.030090,42.805764
-3.33540505,55.33306259,1418.736864,190.716268
-3.46157679,55.33289361,860.759870,127.987367
-3.46022064,55.33285282,114.030346,42.805815
-3.44688066,55.33289774,342.091796,74.209705
-3.33616330,55.33289774,228.060436,62.807604
-3.48102321,55.33276299,36.511586,27.700477
-3.47566282,55.33305699,8398.312080,707.537208
-3.45066856,55.33273304,342.092064,85.611758
-3.44665608,55.33267316,114.030859,42.805918
-3.44647642,55.33258333,114.031115,42.805969
-3.44665608,55.33249349,114.031371,42.806020
-3.44620692,55.33253841,228.062487,62.807808
-3.44116499,55.33271608,1022.629797,202.013013
-3.33625313,55.33253841,456.124973,85.611989
-3.33180647,55.33253841,342.093730,74.209898
-3.33455767,55.33250076,1010.710318,170.998493
-3.32403605,55.33231383,114.033025,42.806323
-3.23730844,55.33240546,1473.387835,205.791708
-3.44090272,55.33222032,422.608500,95.779411
-3.43931235,55.33206679,228.065177,74.210308
-3.31801733,55.33208925,228.065049,62.808062
-3.29847241,55.33204434,36.511957,27.700599
-3.44531422,55.33203190,1021.918058,132.665871
-3.33650466,55.33202637,570.163520,105.614390
-3.32348957,55.33190210,684.199492,119.819661
-3.44472470,55.33181976,570.166466,97.015107
-3.44427555,55.33177484,57.016711,31.404120
-3.43933481,55.33177484,171.050132,54.208740
-3.44027804,55.33168501,228.067926,65.611267
-3.31824191,55.33181976,684.199760,114.214134
-3.32306813,55.33159518,66.266926,38.329333
-3.33671877,55.33155512,1400.812186,220.327942
-3.32743937,55.33141552,95.304978,49.409551
-3.32466017,55.33124109,76.968295,40.023497
-3.33730822,55.33123236,941.571985,157.649531
-3.44865483,55.33116848,684.211478,139.822883
-3.44922430,55.33119367,2888.572915,318.891318
-3.36649428,55.33090219,399.125688,94.213101
-3.33043732,55.33106201,5419.209884,478.922599
-3.31972413,55.33069686,114.037638,42.807246
-3.33660777,55.33061227,76.970007,40.023951
-3.31990380,55.33060703,114.036753,42.807097
-3.22974502,55.33067120,399.130848,97.016937
-3.22935361,55.33060703,228.074076,65.612502
-3.33703766,55.33056810,285.092160,69.306935
-3.32075720,55.33047228,342.111412,74.211664
-3.32021821,55.33047228,114.037137,51.406296
-3.32219450,55.33029262,798.264690,119.822874
-3.44647642,55.33006804,114.038290,42.807405
-3.33472130,55.33007328,76.970543,40.024106
-3.32847328,55.33065455,3698.001632,383.967695
-3.32115545,55.33020864,1958.889130,196.300425
-3.33679286,55.33023613,1072.605688,163.415015
-3.33306965,55.33142299,39847.755656,1487.825646
-3.32115674,55.32989362,76.970889,40.024199
-3.33461074,55.32980641,153.810034,61.436921
-3.33185139,55.32971185,79.554541,41.549434
-3.33120811,55.32973729,759.162546,130.699142
-3.22782648,55.32934939,114.040340,42.807815
-3.33509494,55.32933144,821.565171,123.715664
-3.21390259,55.32925956,228.081764,65.614045
-3.33205426,55.32925196,762.371152,121.955155
-3.33624225,55.32929468,4415.982520,322.806835
-3.33602983,55.32867250,228.306386,65.889660
-3.31690841,55.32874908,829.421638,147.472901
-3.22462249,55.32866068,342.126915,85.616425
-3.33187162,55.32827141,66.272436,38.331401
-3.44966544,55.32809175,171.065892,54.211901
-3.44710524,55.32809175,114.043928,42.808533
-3.33194876,55.32810079,195.596143,72.708121
-3.36760434,55.32790895,79.558527,41.550238
-3.33780131,55.32799573,465.443339,97.573793
-3.32852293,55.32791733,76.974694,40.025230
-3.32035765,55.32790684,76.974714,40.025225
-3.33750564,55.32781626,77.856439,40.231366
-3.22948836,55.32777734,798.314914,119.827912
-3.22249766,55.32773106,281.899568,95.031663
-3.44726107,55.32774462,865.137478,152.896503
-3.32453012,55.32768751,342.135243,74.214044
-3.31577745,55.32768645,1040.230103,151.089318
-3.22177181,55.32760170,1165.683822,195.864192
-3.34103736,55.32750797,201.932034,66.983579
-3.31702919,55.32746293,114.045722,42.808892
-3.34065019,55.32737834,76.975848,40.025541
-3.32860191,55.32725480,913.143219,147.875674
-3.32269091,55.32732858,3670.393076,293.055719
-3.33605192,55.32779301,19615.560877,959.530886
-3.32870729,55.32692394,114.047830,42.809314
-3.32933611,55.32683411,114.047515,42.809251
-3.32065299,55.32831017,22065.245848,1132.527438
-3.21345477,55.32701237,3289.682930,311.700804
-3.32852762,55.32665444,114.048028,42.809354
-3.21201164,55.32669487,1140.480266,165.445166
-3.32735981,55.32656461,228.096568,65.617017
-3.21111781,55.32656461,114.048284,42.809405
-3.32475470,55.32647478,114.048540,42.809456
-3.31927620,55.32651450,1014.395824,163.770135
-3.21093815,55.32647478,114.048540,42.809456
-3.32017329,55.32638809,79.561155,41.550735
-3.20725179,55.32657344,805.633915,151.996725
-3.33454633,55.32629512,114.049053,42.809559
-3.33419214,55.32630111,77.859271,40.232118
